# PVL-001 EV-6a (#4139): contract `lean_theorem:` LABELS that name no theorem, file or domain in the tree.
# A non-increasing ratchet: `pv discharge check` fails a label that is not listed here, and one listed here
# that now resolves. `pv discharge check <lean-dir> --update-baseline` only ever removes lines.
absolute-position-v1	Theorems.AbsolutePosition.Core
trace-integrity-v1	Theorems.Trace_Comparison
tracing-observability-v1	Theorems.MetricMonotonicity
tracing-observability-v1	Theorems.RenacerBackwardCompat
tracing-observability-v1	Theorems.SpanParentage
training-loop-v1	Theorems.Ema_Loss
training-loop-v1	Theorems.Val_Split
training-loop-v1	Theorems.Warmup_Lr
training-step-profiling-v1	Theorems.Compute_roofline
training-step-profiling-v1	Theorems.Kernel_launch_overhead
training-step-profiling-v1	Theorems.Memory_bandwidth_saturation
training-step-profiling-v1	Theorems.Training_step_decomposition
training-step-scorecard-v1	Theorems.Bottleneck_classification
training-step-scorecard-v1	Theorems.Forward_backward_ratio
training-step-scorecard-v1	Theorems.Regression_detection
training-step-scorecard-v1	Theorems.Scorecard_output
training-step-scorecard-v1	Theorems.Training_efficiency_grade
transpile-pipeline-v1	Theorems.Parse_Soundness
transpile-pipeline-v1	Theorems.Transpile_Determinism
transpile-pipeline-v1	Theorems.Type_Preservation
transpile-soundness-v1	Theorems.AST_To_Program
transpile-soundness-v1	Theorems.Pipeline_Composition
transpile-soundness-v1	Theorems.Transpile_Determinism
transpiler-correctness-v1	Theorems.SemanticEquivalence
transpiler-correctness-v1	Theorems.TranspileDeterminism
transpiler-correctness-v1	Theorems.TypePreservation
trueno-f16-rne-v1	Theorems.F32_To_F16_RNE
tui-lifecycle-v1	Theorems.Event_Dispatch
tui-lifecycle-v1	Theorems.Render_Cycle_Correctness
tui-lifecycle-v1	Theorems.Terminal_Restore
tui-lifecycle-v1	Theorems.Widget_Lifecycle
tui-panels-v1	Theorems.Adaptive_Degradation
tui-panels-v1	Theorems.Brick_Budget_Enforcement
tui-panels-v1	Theorems.Cost_Display_Invariants
tui-panels-v1	Theorems.Panel_Layout_Nonoverlap
tui-panels-v1	Theorems.Sandbox_Violation_Visibility
tui-panels-v1	Theorems.StatusBar_State_Display
tui-panels-v1	Theorems.Streaming_Token_Ordering
tui-panels-v1	Theorems.Tool_Progress_Monotonic
tui-rendering-v1	Theorems.CellBuffer_Bounds
tui-rendering-v1	Theorems.Color_Mode_Fallback
tui-rendering-v1	Theorems.DiffRenderer_Correctness
tui-rendering-v1	Theorems.Dirty_Tracking
tui-rendering-v1	Theorems.Resize_Safety
tui-rendering-v1	Theorems.Unicode_Width
tui-rendering-v1	Theorems.Zero_Alloc_Render
type-preservation-v1	Theorems.Container_Preservation
type-preservation-v1	Theorems.Copy_Semantics
type-preservation-v1	Theorems.Numeric_Semantics
type-preservation-v1	Theorems.Type_Inference
type-preservation-v1	Theorems.Type_Map
validated-tensor-v1	Theorems.Density_Gate
validated-tensor-v1	Theorems.L2_Norm_Nondegeneracy
validated-tensor-v1	Theorems.Nan_Inf_Rejection
verification-engine-v1	Theorems.Generator_Coverage
verification-engine-v1	Theorems.Mutation_Soundness
verification-engine-v1	Theorems.Oracle_Verdict
visualization-render-v1	Theorems.Layout_Treemap
visualization-render-v1	Theorems.Primitive_Bounds
visualization-render-v1	Theorems.Render_Output
wgpu-production-training-v1	Theorems.Attn_Grad_Q
wgpu-production-training-v1	Theorems.Attn_Grad_V
wgpu-production-training-v1	Theorems.Grad_Accumulation
wgpu-production-training-v1	Theorems.Lora_Grad_A
wgpu-production-training-v1	Theorems.Lora_Grad_B
work-dbc-v1	Theorems.CheckpointVerification
work-dbc-v1	Theorems.ContractProfile
work-dbc-v1	Theorems.EnsureClauseEvaluation
work-dbc-v1	Theorems.FalsifiableClaim
work-dbc-v1	Theorems.FalsificationProtocol
work-dbc-v1	Theorems.LifecycleStateMachine
work-dbc-v1	Theorems.MeyerTriad
work-dbc-v1	Theorems.OverrideAccountability
work-dbc-v1	Theorems.RequireClauseEvaluation
work-dbc-v1	Theorems.RescueEscalation
work-dbc-v1	Theorems.RescueProtocol
work-dbc-v1	Theorems.WorkLifecycle
yarn-rope-original-base-v1	Theorems.Yarn_Extrap_Original_Base
yarn-rope-original-base-v1	Theorems.Yarn_Interp_Base_Over_Scale
